location,date,time,precipitation(mm),air_pressure(hPa),temperature(˚C),humidity(%),wind(m/s)
Chicago ,2022-07-22,8:00:00 AM,0,995.3,27,73.7,5
Chicago ,2022-07-22,9:00:00 AM,0,995.2,26.9,73.7,5
Chicago ,2022-07-22,10:00:00 AM,0,995.4,26.5,74.5,5
Chicago ,2022-07-22,11:00:00 AM,0,995.9,25.6,76.7,4
Chicago ,2022-07-22,12:00:00 PM,0,996.2,25.1,83,4
Chicago ,2022-07-22,1:00:00 PM,0,996.7,24.6,83.9,3
Chicago ,2022-07-22,2:00:00 PM,0,997,24.3,86.5,2
Chicago ,2022-07-22,3:00:00 PM,0,996.6,24.1,87.5,0
Chicago ,2022-07-22,4:00:00 PM,0,996.6,23.7,87.5,3
Chicago ,2022-07-22,5:00:00 PM,0,996.5,23.7,88.6,2
Chicago ,2022-07-22,6:00:00 PM,0,996.3,23.8,88.6,1
Chicago ,2022-07-22,7:00:00 PM,0,996.2,23.7,88.6,3
Chicago ,2022-07-22,8:00:00 PM,0,996,23.5,89.6,4
Chicago ,2022-07-22,9:00:00 PM,0,996.4,23.6,88.6,3
Chicago ,2022-07-22,10:00:00 PM,0,996.1,23.9,88.6,4
Chicago ,2022-07-22,11:00:00 PM,0,996.8,24.3,86.5,4
Chicago ,2022-07-23,12:00:00 AM,0,996.2,25.3,81.5,5
Chicago ,2022-07-23,1:00:00 AM,0,996.1,25.6,78.6,3
Chicago ,2022-07-23,2:00:00 AM,0,996.3,26.1,77.7,3
Chicago ,2022-07-23,3:00:00 AM,0,996,26.7,73.6,3
Chicago ,2022-07-23,4:00:00 AM,0,995.4,27.3,72.8,5
Chicago ,2022-07-23,5:00:00 AM,0,995,27.7,69.9,7
Chicago ,2022-07-23,6:00:00 AM,0,994.3,27.6,66.9,5
Chicago ,2022-07-23,7:00:00 AM,0,993.9,27.1,68.9,5
Chicago ,2022-07-23,8:00:00 AM,0,993.9,26.1,77.7,5
Chicago ,2022-07-23,9:00:00 AM,0,993,25.6,81.5,4
Chicago ,2022-07-23,10:00:00 AM,0,993,25.2,86.6,4
Chicago ,2022-07-23,11:00:00 AM,0,992.9,24.4,91.9,7
Chicago ,2022-07-23,12:00:00 PM,4,993.3,23.7,89.7,5
Chicago ,2022-07-23,1:00:00 PM,0,993.2,23.2,91.8,5
Chicago ,2022-07-23,2:00:00 PM,0,992.7,22.5,94.7,6
Chicago ,2022-07-23,3:00:00 PM,0,992.1,22.3,95.8,5
Chicago ,2022-07-23,4:00:00 PM,0,991.9,22.1,95.8,6
Chicago ,2022-07-23,5:00:00 PM,0,991.4,22.1,95.8,5
Chicago ,2022-07-23,6:00:00 PM,7,991,22.2,95.8,5
Chicago ,2022-07-23,7:00:00 PM,0,990.8,22.3,94.7,5
Chicago ,2022-07-23,8:00:00 PM,0,990.6,22.5,94.7,5
Chicago ,2022-07-23,9:00:00 PM,0,991,22.6,93.5,5
Chicago ,2022-07-23,10:00:00 PM,0,990.9,22.9,93.5,5
Chicago ,2022-07-23,11:00:00 PM,0,991.3,23.9,92.4,5
Chicago ,2022-07-24,12:00:00 AM,0,991.7,24,89.7,4
Chicago ,2022-07-24,1:00:00 AM,0,991.8,25.2,86.6,5
Chicago ,2022-07-24,2:00:00 AM,0,992,25.4,83.5,3
Chicago ,2022-07-24,3:00:00 AM,0,992.2,25.9,82.5,4
Chicago ,2022-07-24,4:00:00 AM,0,991.9,27,79.7,3
Chicago ,2022-07-24,5:00:00 AM,0,991.9,28,75.7,2
Chicago ,2022-07-24,6:00:00 AM,0,992,27.2,76.9,3
Chicago ,2022-07-24,7:00:00 AM,0,992.1,27.3,78.8,3
Chicago ,2022-07-24,8:00:00 AM,0,992.5,27.9,76.6,5
Chicago ,2022-07-24,9:00:00 AM,0,992.7,26.8,80.7,5
Chicago ,2022-07-24,10:00:00 AM,0,993.1,26.6,80.7,7
Chicago ,2022-07-24,11:00:00 AM,0,993.6,26.1,82.6,5
Chicago ,2022-07-24,12:00:00 PM,0,994.4,25.9,86.6,3
Chicago ,2022-07-24,1:00:00 PM,0,995,25.8,85.6,1
Chicago ,2022-07-24,2:00:00 PM,0,995.2,25.5,85.6,3
Chicago ,2022-07-24,3:00:00 PM,0,995.8,25.2,86.6,4
Chicago ,2022-07-24,4:00:00 PM,0,996.3,24.6,86.5,2
Chicago ,2022-07-24,5:00:00 PM,0,996.4,24.3,87.6,2
Chicago ,2022-07-24,6:00:00 PM,0,996.8,24.3,88.6,2
Chicago ,2022-07-24,7:00:00 PM,0,997.1,23.9,89.7,3
Chicago ,2022-07-24,8:00:00 PM,0,997.3,23.8,89.7,0
Chicago ,2022-07-24,9:00:00 PM,0,997.9,23.7,90.8,4
Chicago ,2022-07-24,10:00:00 PM,0,998.5,23.9,90.8,3
Chicago ,2022-07-24,11:00:00 PM,0,998.9,24.5,88.6,1
Chicago ,2022-07-25,12:00:00 AM,0,999.2,25.5,82.5,3
Chicago ,2022-07-25,1:00:00 AM,0,999.4,26.8,78.8,2
Chicago ,2022-07-25,2:00:00 AM,0,999.7,28.4,69.6,4
Chicago ,2022-07-25,3:00:00 AM,0,999.5,29.2,66.8,4
Chicago ,2022-07-25,4:00:00 AM,0,999.1,30.5,62.8,5
Chicago ,2022-07-25,5:00:00 AM,0,998.8,31.2,58.9,6
Chicago ,2022-07-25,6:00:00 AM,0,998.7,31.4,55.8,6
Chicago ,2022-07-25,7:00:00 AM,0,998.5,31.9,54.9,6
Chicago ,2022-07-25,8:00:00 AM,0,998.2,31.8,55.9,5
Chicago ,2022-07-25,9:00:00 AM,0,998.1,31.3,60.7,6
Chicago ,2022-07-25,10:00:00 AM,0,998.3,30.1,65.8,5
Chicago ,2022-07-25,11:00:00 AM,0,998.6,28.7,71.8,5
Chicago ,2022-07-25,12:00:00 PM,0,999.2,28,74.8,4
Chicago ,2022-07-25,1:00:00 PM,0,999.5,27.3,74.6,3
Chicago ,2022-07-25,2:00:00 PM,0,999.8,26.8,78.8,4
Chicago ,2022-07-25,3:00:00 PM,0,1000.1,26.4,77.7,2
Chicago ,2022-07-25,4:00:00 PM,0,1000,25.8,76.7,3
Chicago ,2022-07-25,5:00:00 PM,0,999.9,25.4,77.6,
Chicago ,2022-07-25,6:00:00 PM,0,999.7,25,81.9,2
Chicago ,2022-07-25,7:00:00 PM,0,999.7,24.9,86,1
Chicago ,2022-07-25,8:00:00 PM,0,999.9,24.6,86,2
Chicago ,2022-07-25,9:00:00 PM,0,1000,24.4,89.2,3
Chicago ,2022-07-25,10:00:00 PM,0,1000.4,25,89.8,3
Chicago ,2022-07-25,11:00:00 PM,0,1000.6,26.6,81.6,5
Chicago ,2022-07-26,12:00:00 AM,0,1000.4,28.3,76.6,4
Chicago ,2022-07-26,1:00:00 AM,0,1000.1,29.5,69,3
Chicago ,2022-07-26,2:00:00 AM,0,999.8,31,65.6,5
Chicago ,2022-07-26,3:00:00 AM,0,999.6,31.7,60.8,6
Chicago ,2022-07-26,4:00:00 AM,0,998.9,32.6,56.8,3
Chicago ,2022-07-26,5:00:00 AM,0,998.7,32.5,57.8,4
Chicago ,2022-07-26,6:00:00 AM,0,998.4,32.2,57.7,5
Chicago ,2022-07-26,7:00:00 AM,0,998.3,32.8,60,6
Chicago ,2022-07-26,8:00:00 AM,0,998.3,32.3,59.9,4
Chicago ,2022-07-26,9:00:00 AM,0,998.1,31.8,62.7,6
Chicago ,2022-07-26,10:00:00 AM,0,998.4,30.8,66.8,5
Chicago ,2022-07-26,11:00:00 AM,0,998.5,29.9,69.9,5
Chicago ,2022-07-26,12:00:00 PM,0,998.8,29.5,72.8,4
Chicago ,2022-07-26,1:00:00 PM,0,999,29,72.7,1
Chicago ,2022-07-26,2:00:00 PM,0,999.6,28.7,73.5,1
Chicago ,2022-07-26,3:00:00 PM,0,999.6,28.2,76.6,2
Chicago ,2022-07-26,4:00:00 PM,0,999.2,27.7,77.9,3
Chicago ,2022-07-26,5:00:00 PM,0,999.2,27.6,77.9,2
Chicago ,2022-07-26,6:00:00 PM,0,999.1,27.3,78.8,3
Chicago ,2022-07-26,7:00:00 PM,0,998.9,26.9,79.7,1
Chicago ,2022-07-26,8:00:00 PM,0,999.1,26.6,83.6,3
Chicago ,2022-07-26,9:00:00 PM,0,999.4,26.4,83.6,1
Chicago ,2022-07-26,10:00:00 PM,0,999.7,26.6,83.6,1
Chicago ,2022-07-26,11:00:00 PM,0,999.9,27.2,76.9,5
Chicago ,2022-07-27,12:00:00 AM,0,1000.2,28.1,68.7,5
Chicago ,2022-07-27,1:00:00 AM,0,1000.2,29.4,66.9,4
Chicago ,2022-07-27,2:00:00 AM,0,1000.5,30.5,60.9,3
Chicago ,2022-07-27,3:00:00 AM,0,999.9,31.2,63.7,5
Chicago ,2022-07-27,4:00:00 AM,0,999.4,32,58.7,4
Chicago ,2022-07-27,5:00:00 AM,0,998.7,32.4,57.7,4
Chicago ,2022-07-27,6:00:00 AM,0,999,33,54.8,5
Chicago ,2022-07-27,7:00:00 AM,0,998.5,33,55.8,7
Chicago ,2022-07-27,8:00:00 AM,0,998.7,32.6,56.8,6
Chicago ,2022-07-27,9:00:00 AM,0,998.4,31.9,55.9,7
Chicago ,2022-07-27,10:00:00 AM,0,998.8,31,56.7,7
Chicago ,2022-07-27,11:00:00 AM,0,999.3,29.7,57.8,5
Chicago ,2022-07-27,12:00:00 PM,0,999.9,28.9,58.7,5
Chicago ,2022-07-27,1:00:00 PM,0,1000.2,28.4,60.8,4
Chicago ,2022-07-27,2:00:00 PM,0,1000.2,28,61.8,5
Chicago ,2022-07-27,3:00:00 PM,0,1000.5,27.6,63.7,3
Chicago ,2022-07-27,4:00:00 PM,0,1000.5,27.1,66.8,4
Chicago ,2022-07-27,5:00:00 PM,0,1000.5,26.6,71,5
Chicago ,2022-07-27,6:00:00 PM,0,1000.9,26.2,70.9,3
Chicago ,2022-07-27,7:00:00 PM,0,1001,25.8,71.7,4
Chicago ,2022-07-27,8:00:00 PM,0,1000.9,25.4,71.6,4
Chicago ,2022-07-27,9:00:00 PM,0,1001.1,25.1,73.8,5
Chicago ,2022-07-27,10:00:00 PM,0,1001.2,25.5,75.7,7
Chicago ,2022-07-27,11:00:00 PM,0,1001.3,27,70.6,5
Chicago ,2022-07-28,12:00:00 AM,0,1001,28.4,65.9,5
Chicago ,2022-07-28,1:00:00 AM,0,1000.9,29.4,63.7,4
Chicago ,2022-07-28,2:00:00 AM,0,1001.1,30.8,58.8,5
Chicago ,2022-07-28,3:00:00 AM,0,1000.9,31.6,59,6
Chicago ,2022-07-28,4:00:00 AM,0,1000.6,32.5,53.7,6
Chicago ,2022-07-28,5:00:00 AM,0,1000.1,33.2,49.8,6
Chicago ,2022-07-28,6:00:00 AM,0,999.8,34.2,48.8,4
Chicago ,2022-07-28,7:00:00 AM,0,999.6,34,51.8,3
Chicago ,2022-07-28,8:00:00 AM,0,999.7,33.4,53.9,6
Chicago ,2022-07-28,9:00:00 AM,0,999.4,32.7,55.8,5
Chicago ,2022-07-28,10:00:00 AM,0,999.8,31.9,59.8,7
Chicago ,2022-07-28,11:00:00 AM,0,1000.1,31.1,60.7,4
Chicago ,2022-07-28,12:00:00 PM,0,1001,30.5,64.7,4
Chicago ,2022-07-28,1:00:00 PM,0,1001.5,29.9,62.6,6
Chicago ,2022-07-28,2:00:00 PM,0,1001.7,29.1,69.7,4
Chicago ,2022-07-28,3:00:00 PM,0,1001.9,29,69.7,2
Chicago ,2022-07-28,4:00:00 PM,0,1002.2,29,71,5
Chicago ,2022-07-28,5:00:00 PM,0,1002.1,28.7,71.8,4
Chicago ,2022-07-28,6:00:00 PM,0,1002,28.2,72.6,4
Chicago ,2022-07-28,7:00:00 PM,0,1002,27.9,74.7,2
Chicago ,2022-07-28,8:00:00 PM,0,1002.4,27.4,77,2
Chicago ,2022-07-28,9:00:00 PM,0,1002.6,27.3,77.9,3
Chicago ,2022-07-28,10:00:00 PM,0,1002.9,27.6,77.9,4
Chicago ,2022-07-28,11:00:00 PM,0,1003,28.9,74.9,4
Chicago ,2022-07-29,12:00:00 AM,0,1002.8,30.3,70.8,4
Chicago ,2022-07-29,1:00:00 AM,0,1003.1,31.3,64.9,7
Chicago ,2022-07-29,2:00:00 AM,0,1002.9,32.6,61.7,5
Chicago ,2022-07-29,3:00:00 AM,0,1002.6,33.2,57.9,4
Chicago ,2022-07-29,4:00:00 AM,0,1002.1,33.6,56,3
Chicago ,2022-07-29,5:00:00 AM,0,1001.6,33.9,54.7,5
Chicago ,2022-07-29,6:00:00 AM,0,1001.1,34.1,53.8,2
Chicago ,2022-07-29,7:00:00 AM,0,1000.7,33.8,58.8,6
Chicago ,2022-07-29,8:00:00 AM,0,1000.6,33,63,6
Chicago ,2022-07-29,9:00:00 AM,0,1000.3,32.8,62.9,6
Chicago ,2022-07-29,10:00:00 AM,0,1000.5,31.4,67.7,7
Chicago ,2022-07-29,11:00:00 AM,0,1001,30.9,68.8,5
Chicago ,2022-07-29,12:00:00 PM,0,1001.5,30.4,70.8,1
Chicago ,2022-07-29,1:00:00 PM,0,1001.8,29.8,72.8,2
Chicago ,2022-07-29,2:00:00 PM,0,1001.8,29.6,74.6,4
Chicago ,2022-07-29,3:00:00 PM,0,1001.8,29.2,76.8,5
Chicago ,2022-07-29,4:00:00 PM,0,1001.5,29,77.7,4
Chicago ,2022-07-29,5:00:00 PM,0,1001.1,28.5,76.7,5
Chicago ,2022-07-29,6:00:00 PM,0,1001,28.2,75.7,5
Chicago ,2022-07-29,7:00:00 PM,0,1000.8,27.8,76.6,5
Chicago ,2022-07-29,8:00:00 PM,0,1000.8,27.5,77.9,5
Chicago ,2022-07-29,9:00:00 PM,0,1000.7,27.3,78.8,6
Chicago ,2022-07-29,10:00:00 PM,0,1000.6,27.8,76.6,5
Chicago ,2022-07-29,11:00:00 PM,0,1000.8,29.7,70.7,6
Chicago ,2022-07-30,12:00:00 AM,0,1000.9,31.3,65.7,6
Chicago ,2022-07-30,1:00:00 AM,0,1000.8,32.9,58.9,5
Chicago ,2022-07-30,2:00:00 AM,0,1000.6,34,52.8,6
Chicago ,2022-07-30,3:00:00 AM,0,999.6,35,55,4
Chicago ,2022-07-30,4:00:00 AM,0,998.9,35.6,50.7,5
Chicago ,2022-07-30,5:00:00 AM,0,998.2,35.6,51.9,5
Chicago ,2022-07-30,6:00:00 AM,1,997.8,33.8,61.6,7
Chicago ,2022-07-30,7:00:00 AM,0,997.5,33.6,58.7,5
Chicago ,2022-07-30,8:00:00 AM,0,997.6,34.4,53.9,10
Chicago ,2022-07-30,9:00:00 AM,0,997.4,32.5,60.6,6
Chicago ,2022-07-30,10:00:00 AM,0,997.9,31.3,65.7,5
Chicago ,2022-07-30,11:00:00 AM,0,998.3,30.9,67.6,3
Chicago ,2022-07-30,12:00:00 PM,0,998.3,30,72.9,4
Chicago ,2022-07-30,1:00:00 PM,0,998.9,29.9,68.6,5
Chicago ,2022-07-30,2:00:00 PM,0,999,29.6,72.8,4
Chicago ,2022-07-30,3:00:00 PM,0,998.4,29,74.9,6
Chicago ,2022-07-30,4:00:00 PM,0,998.2,28.6,75.8,4
Chicago ,2022-07-30,5:00:00 PM,0,998.2,28.3,75.7,5
Chicago ,2022-07-30,6:00:00 PM,0,997.7,28,76.6,4
Chicago ,2022-07-30,7:00:00 PM,0,997.1,27.8,78,4
Chicago ,2022-07-30,8:00:00 PM,0,996.9,27.7,76.5,6
Chicago ,2022-07-30,9:00:00 PM,0,997.1,27.6,77.9,6
Chicago ,2022-07-30,10:00:00 PM,0,997,27.8,78,4
Chicago ,2022-07-30,11:00:00 PM,0,996.8,28,77.5,6
Chicago ,2022-07-31,12:00:00 AM,0,996.9,28.6,75.8,5
Chicago ,2022-07-31,1:00:00 AM,0,997.1,28.8,76.7,4
Chicago ,2022-07-31,2:00:00 AM,0,996.8,28.6,77.6,5
Chicago ,2022-07-31,3:00:00 AM,0,996.7,28.2,82.8,4
Chicago ,2022-07-31,4:00:00 AM,0,996.6,28,83.8,4
Chicago ,2022-07-31,5:00:00 AM,0,996.3,27.4,88.9,5
Chicago ,2022-07-31,6:00:00 AM,10,995.8,27,90.4,6
Chicago ,2022-07-31,7:00:00 AM,0,995.6,26.8,91.5,6
Chicago ,2022-07-31,8:00:00 AM,0,995.7,26.7,91.5,5
Chicago ,2022-07-31,9:00:00 AM,0,995.4,26.8,91.5,5
Chicago ,2022-07-31,10:00:00 AM,0,995.5,26.7,91.5,4
Chicago ,2022-07-31,11:00:00 AM,0,995.7,26.4,92.6,5
Chicago ,2022-07-31,12:00:00 PM,12,995.8,26,93.7,4
Chicago ,2022-07-31,1:00:00 PM,0,995.8,25.7,94.8,4
Chicago ,2022-07-31,2:00:00 PM,0,995.8,25.5,94.8,5
Chicago ,2022-07-31,3:00:00 PM,0,995.6,25.5,94.8,4
Chicago ,2022-07-31,4:00:00 PM,0,995.5,25.5,94.8,4
Chicago ,2022-07-31,5:00:00 PM,0,995.4,25.5,94.8,4
Chicago ,2022-07-31,6:00:00 PM,25,995,25.6,94.8,3
Chicago ,2022-07-31,7:00:00 PM,0,995.4,25.5,94.8,4
Chicago ,2022-07-31,8:00:00 PM,0,995.6,25.4,94.8,3
Chicago ,2022-07-31,9:00:00 PM,0,996.1,25.4,95.9,4
Chicago ,2022-07-31,10:00:00 PM,0,996.4,25.4,95.9,2
Chicago ,2022-07-31,11:00:00 PM,0,996.4,25.7,95.9,3
Chicago ,2022-08-01,12:00:00 AM,30,996.7,26.2,95.9,3
Chicago ,2022-08-01,1:00:00 AM,0,997.1,27.4,91.5,4
Chicago ,2022-08-01,2:00:00 AM,0,997.1,27.9,86.8,5
Chicago ,2022-08-01,3:00:00 AM,0,996.3,29.3,83.9,5
Chicago ,2022-08-01,4:00:00 AM,0,996,31.1,78,5
Chicago ,2022-08-01,5:00:00 AM,0,995.5,31.9,73.6,5
Chicago ,2022-08-01,6:00:00 AM,0,995.4,32,70.7,6
Chicago ,2022-08-01,7:00:00 AM,0,995.1,31.9,70.7,7
Chicago ,2022-08-01,8:00:00 AM,0,995,31.2,69.7,7
Chicago ,2022-08-01,9:00:00 AM,0,994.5,31.7,67.7,8
Chicago ,2022-08-01,10:00:00 AM,0,994.6,31.2,67.6,6
Chicago ,2022-08-01,11:00:00 AM,0,994.6,30.2,70.8,7
Chicago ,2022-08-01,12:00:00 PM,0,995.2,29.8,70.7,6
Chicago ,2022-08-01,1:00:00 PM,0,995.1,29.4,72.8,4
Chicago ,2022-08-01,2:00:00 PM,0,995.6,29.4,72.8,6
Chicago ,2022-08-01,3:00:00 PM,0,995.9,28.5,77.6,5
Chicago ,2022-08-01,4:00:00 PM,0,996.5,27.4,85.8,4
Chicago ,2022-08-01,5:00:00 PM,0,996.4,26.9,88.8,4
Chicago ,2022-08-01,6:00:00 PM,9,997,26.7,91.5,2
Chicago ,2022-08-01,7:00:00 PM,0,997,26.6,92.6,2
Chicago ,2022-08-01,8:00:00 PM,0,997.2,26.5,91.5,2
Chicago ,2022-08-01,9:00:00 PM,0,997.8,26.6,89.9,3
Chicago ,2022-08-01,10:00:00 PM,0,998.1,26.7,89.9,4
Chicago ,2022-08-01,11:00:00 PM,0,998.1,26.9,88.8,4
Chicago ,2022-08-02,12:00:00 AM,7,998.6,27.2,86.8,4
Chicago ,2022-08-02,1:00:00 AM,0,998.7,27.7,82.8,6
Chicago ,2022-08-02,2:00:00 AM,0,998.6,27.9,82.8,6
Chicago ,2022-08-02,3:00:00 AM,0,998.3,28.1,81.8,7
Chicago ,2022-08-02,4:00:00 AM,0,998,28.3,79.9,7
Chicago ,2022-08-02,5:00:00 AM,0,997.8,28.4,79.9,8
Chicago ,2022-08-02,6:00:00 AM,1,997.8,27.2,88.9,8
Chicago ,2022-08-02,7:00:00 AM,0,998.2,26.8,91.5,7
Chicago ,2022-08-02,8:00:00 AM,0,998.2,27,91.5,6
Chicago ,2022-08-02,9:00:00 AM,0,998.4,26.3,93.7,7
Chicago ,2022-08-02,10:00:00 AM,0,998.8,26.4,93.7,5
Chicago ,2022-08-02,11:00:00 AM,0,999,26.5,92.6,8
Chicago ,2022-08-02,12:00:00 PM,8,999.2,26.6,89.9,8
Chicago ,2022-08-02,1:00:00 PM,0,999.7,26.1,92.6,7
Chicago ,2022-08-02,2:00:00 PM,0,999.7,25.5,94.8,6
Chicago ,2022-08-02,3:00:00 PM,0,999.8,25.5,95.9,6
Chicago ,2022-08-02,4:00:00 PM,0,999.9,25.5,96.5,5
Chicago ,2022-08-02,5:00:00 PM,0,999.9,25.7,96.5,7
Chicago ,2022-08-02,6:00:00 PM,21,999.8,25.5,95.9,7
Chicago ,2022-08-02,7:00:00 PM,0,999.6,25.5,95.9,6
Chicago ,2022-08-02,8:00:00 PM,0,999.8,25.2,96.5,9
Chicago ,2022-08-02,9:00:00 PM,0,1000.2,25.2,96.5,5
Chicago ,2022-08-02,10:00:00 PM,0,1000.6,25.4,96.5,5
Chicago ,2022-08-02,11:00:00 PM,0,1000.8,25.6,96.5,5
Chicago ,2022-08-03,12:00:00 AM,38,1001,25.9,96.5,4
Chicago ,2022-08-03,1:00:00 AM,0,1001.2,26.2,96.5,4
Chicago ,2022-08-03,2:00:00 AM,0,1001.4,26.7,96,4
Chicago ,2022-08-03,3:00:00 AM,0,1001.1,27.7,91.6,4
Chicago ,2022-08-03,4:00:00 AM,0,1000.3,28.6,84.9,5
Chicago ,2022-08-03,5:00:00 AM,0,999.7,28.8,81.9,6
Chicago ,2022-08-03,6:00:00 AM,1,999.5,28.9,82.9,5
Chicago ,2022-08-03,7:00:00 AM,0,999.5,30,77.8,6
Chicago ,2022-08-03,8:00:00 AM,0,999.5,29.6,79.6,5
Chicago ,2022-08-03,9:00:00 AM,0,999.2,28.8,80.9,4
Chicago ,2022-08-03,10:00:00 AM,0,999.3,28.3,81.9,5
Chicago ,2022-08-03,11:00:00 AM,0,999.6,27.8,85.8,5
Chicago ,2022-08-03,12:00:00 PM,0,1000,27.5,85.8,4
Chicago ,2022-08-03,1:00:00 PM,0,1000.2,27.5,86.8,3
Chicago ,2022-08-03,2:00:00 PM,0,1000.2,27.3,88.9,4
Chicago ,2022-08-03,3:00:00 PM,0,1000.2,27.2,88.9,4
Chicago ,2022-08-03,4:00:00 PM,0,1000.2,27.1,88.8,3
Chicago ,2022-08-03,5:00:00 PM,0,1000.2,26.9,89.9,8
Chicago ,2022-08-03,6:00:00 PM,0,1000.1,26.7,89.9,5
Chicago ,2022-08-03,7:00:00 PM,0,1000.4,26.5,90.9,4
Chicago ,2022-08-03,8:00:00 PM,0,1000.6,26.3,90.9,5
Chicago ,2022-08-03,9:00:00 PM,0,1000.8,26.1,91.5,4
Chicago ,2022-08-03,10:00:00 PM,0,1001.2,26.4,90.9,3
Chicago ,2022-08-03,11:00:00 PM,0,1001.6,26.9,89.9,3
Chicago ,2022-08-04,12:00:00 AM,0,1001.3,28,83.8,6
Chicago ,2022-08-04,1:00:00 AM,0,1001.1,29.3,79.6,3
Chicago ,2022-08-04,2:00:00 AM,0,1000.8,30.1,73.8,5
Chicago ,2022-08-04,3:00:00 AM,0,1000.3,31.1,67.6,5
Chicago ,2022-08-04,4:00:00 AM,0,999.5,31.8,68.6,5
Chicago ,2022-08-04,5:00:00 AM,0,999,31.9,67.8,5
Chicago ,2022-08-04,6:00:00 AM,0,998.6,32.5,65.9,6
Chicago ,2022-08-04,7:00:00 AM,0,998.3,32.5,66.7,6
Chicago ,2022-08-04,8:00:00 AM,0,998.3,32.1,66.6,6
Chicago ,2022-08-04,9:00:00 AM,0,998.1,31.3,69.7,6
Chicago ,2022-08-04,10:00:00 AM,0,997.8,30,71.6,6
Chicago ,2022-08-04,11:00:00 AM,0,998.1,29,75.8,5
Chicago ,2022-08-04,12:00:00 PM,0,998.4,28.4,77.6,5
Chicago ,2022-08-04,1:00:00 PM,0,998.4,27.9,80.8,4
Chicago ,2022-08-04,2:00:00 PM,0,998.2,27.5,83.7,3
Chicago ,2022-08-04,3:00:00 PM,0,998.1,27.2,85.7,3
Chicago ,2022-08-04,4:00:00 PM,0,998.1,27.1,86.8,3
Chicago ,2022-08-04,5:00:00 PM,0,998.2,27.1,86.8,4
Chicago ,2022-08-04,6:00:00 PM,0,998.1,27.1,85.7,3
Chicago ,2022-08-04,7:00:00 PM,0,997.7,27.2,86.8,3
Chicago ,2022-08-04,8:00:00 PM,0,997.6,27.2,87.8,4
Chicago ,2022-08-04,9:00:00 PM,0,997.7,27.2,87.8,3
Chicago ,2022-08-04,10:00:00 PM,0,997.6,27.3,86.8,3
Chicago ,2022-08-04,11:00:00 PM,0,997.4,27.8,85.8,3
Chicago ,2022-08-05,12:00:00 AM,0,997.2,28.4,82.8,4
Chicago ,2022-08-05,1:00:00 AM,0,997,28.9,81.9,5
Chicago ,2022-08-05,2:00:00 AM,0,996.6,30.1,77.8,7
Chicago ,2022-08-05,3:00:00 AM,0,996.2,31.2,69.7,5
Chicago ,2022-08-05,4:00:00 AM,0,995.7,31.7,67.7,7
Chicago ,2022-08-05,5:00:00 AM,0,995.1,32.3,64.7,6
Chicago ,2022-08-05,6:00:00 AM,0,994.2,32.5,61.7,7
Chicago ,2022-08-05,7:00:00 AM,0,994,32.2,61.7,8
Chicago ,2022-08-05,8:00:00 AM,0,994.6,31.7,63.8,8
Chicago ,2022-08-05,9:00:00 AM,0,994.2,31.5,64.9,5
Chicago ,2022-08-05,10:00:00 AM,0,994.6,30.4,66.7,5
Chicago ,2022-08-05,11:00:00 AM,0,994.7,29.6,69.8,5
Chicago ,2022-08-05,12:00:00 PM,0,995.5,29,74.9,5
Chicago ,2022-08-05,1:00:00 PM,0,995.9,28.7,79.5,5
Chicago ,2022-08-05,2:00:00 PM,0,996.1,28.5,81.9,4
Chicago ,2022-08-05,3:00:00 PM,0,996.3,28.3,83.8,4
Chicago ,2022-08-05,4:00:00 PM,0,996.2,28.1,84.8,3
Chicago ,2022-08-05,5:00:00 PM,0,996.2,27.9,84.8,4
Chicago ,2022-08-05,6:00:00 PM,0,995.6,27.8,85.8,1
Chicago ,2022-08-05,7:00:00 PM,0,995.6,27.7,85.8,4
Chicago ,2022-08-05,8:00:00 PM,0,995.9,27.4,86.8,4
Chicago ,2022-08-05,9:00:00 PM,0,996.1,27.4,87.8,4
Chicago ,2022-08-05,10:00:00 PM,0,996.5,27.5,86.8,4
Chicago ,2022-08-05,11:00:00 PM,0,996.4,28.2,85.8,4
Chicago ,2022-08-06,12:00:00 AM,0,996.7,28.8,80.9,5
Chicago ,2022-08-06,1:00:00 AM,0,996,28.8,79.5,6
Chicago ,2022-08-06,2:00:00 AM,0,996.4,29.6,77.8,3
Chicago ,2022-08-06,3:00:00 AM,0,996.5,28.5,89,1
Chicago ,2022-08-06,4:00:00 AM,0,996,28.7,85.9,4
Chicago ,2022-08-06,5:00:00 AM,0,995.9,29.4,81.5,3
Chicago ,2022-08-06,6:00:00 AM,11,995.6,30,80.6,4
Chicago ,2022-08-06,7:00:00 AM,0,995.4,29.6,85,1
Chicago ,2022-08-06,8:00:00 AM,0,995,30.1,82.6,1
Chicago ,2022-08-06,9:00:00 AM,0,995,30,82.5,4
Chicago ,2022-08-06,10:00:00 AM,0,995.2,29.6,84,4
Chicago ,2022-08-06,11:00:00 AM,0,995.6,29.3,84.9,0
Chicago ,2022-08-06,12:00:00 PM,2,996.6,29,85.9,1
Chicago ,2022-08-06,1:00:00 PM,0,996.7,28.8,86.9,3
Chicago ,2022-08-06,2:00:00 PM,0,996.8,28.5,87.9,3
Chicago ,2022-08-06,3:00:00 PM,0,997,28.2,87.9,2
Chicago ,2022-08-06,4:00:00 PM,0,996.8,27.9,88.9,1
Chicago ,2022-08-06,5:00:00 PM,0,996.6,27.7,88.9,3
